제목,줄거리,줄거리_번역여부,최초방영일,작품유형,포스터,장르,networks,에피소드수,평점,인기도,주연배우,match_similarity
스프링 피버,서울에서 상처를 입고 신수읍으로 내려온 윤봄이 교환교사로서 새로운 삶을 시작하며 모든 일에 무감하고 차가운 태도를 보이지만 선재규와 만남을 통해 조금씩 마음의 문을 열어가는 로맨스 드라마,TRUE,2026-01-05,Miniseries,https://image.tmdb.org/t/p/w500/jTJgfbSQ4UczxMOgscHPsoVuL5X.jpg,코미디|드라마,tvN,12,8.1,9.9408,이주빈|안보현|차서원|조준영|이재인,1
스피릿 핑거스,"주위 사람을 의식해 자신의 의사를 마음껏 드러내지 못했던 쫄보 여고생 송우연이 심장이 뛰는 일을 찾는 것이 어떤 것인지, 자신이 목소리를 내고 스스로 사랑하면 세상이 어떻게 변하는지 보여주는 작품. 한경찰의 동명 웹툰 원작.",TRUE,2025-10-29,Scripted,https://image.tmdb.org/t/p/w500/5o3UW021gh5u2CefyD0WV2aPyFv.jpg,코미디|드라마,TVING,12,8.5,6.0892,박지후|조준영|최보민|박유나|권소현,1
슬기로운 감빵생활,"메이저리그 대신 감옥으로 직행한 슈퍼스타. 판이 바뀌고 룰이 바뀐 막다른 골목, 감빵에서 살아남을 방법은 단 한 가지. 그저 배워라! 하나에서 열까지.",TRUE,2017-11-22,Scripted,https://image.tmdb.org/t/p/w500/2kK5H4k8qJDS0SSqQ25xKV3DZvB.jpg,드라마|범죄,tvN,16,8.243,7.331,박해수|정경호|정수정|이규형|최무성,1
슬기로운 의사생활,"누군가는 태어나고 누군가는 삶을 끝내는 탄생과 죽음이 공존하는, 인생의 축소판이라 불리는 병원에서 평범한 듯 특별한 하루하루를 살아가는 사람들과 눈빛만 봐도 알 수 있는 20년지기 친구들의 케미스토리를 담은 드라마",TRUE,2020-03-12,Scripted,https://image.tmdb.org/t/p/w500/zy0FJYPsKkfOrZG5r5lFtTIx1up.jpg,드라마|코미디,tvN,12,8.6,17.8773,조정석|유연석|정경호|김대명|전미도,1
슬플 때 사랑한다,"쫓기는 여자, 쫓는 남자, 숨겨준 남자'. 사랑은 흔하나 진짜 사랑은 힘든 시대! 진정한 사랑을 찾아가는 세 남녀의 격정 멜로 드라마.

일본 작가 노지마 신지의 드라마 '아름다운 사람'의 리메이크작",TRUE,2019-02-23,Scripted,https://image.tmdb.org/t/p/w500/pVFS0Rk2KZixpYsC1UoMCIvA3eQ.jpg,드라마,MBC,40,4.333,3.7538,지현우|박한별|류수영|왕빛나|문희경,1
시간,"누구에게나 유한한 시간, 결정적인 매 순간 저마다 다른 선택을 해 지나간 시간 속에서 엮이는 네 남녀의 이야기를 다룬다",TRUE,2018-07-25,Scripted,https://image.tmdb.org/t/p/w500/5px1MuOi5AAlKouQ1p4SvGS6pV2.jpg,드라마,MBC,32,6.679,3.6879,김정현|서현|김준한|황승언|최종환,1
시를 잊은 그대에게,"의사가 주인공이 아닌 병원 드라마. 물리치료사, 방사선사, 실습생들의 일상을 시(詩)와 함께 그려낸 감성 코믹극

돈과 빽은 없어도 감성만큼은 재벌급인 물리치료사 우보영!!

내가 키운 건 실력뿐... 감성은 엄마 뱃속에 두고 태어난 물리치료계의 알파고 예재욱!!

감성은 외장하드에 따로 보관한 듯 장난기로만 포맷된 물리치료과 실습생 신민호!

달라도 너무 다른 이들이 감성의 온도를 맞춰가며 펼치는 본격 심쿵 코믹이야기 위로 주옥같은 명시들이 어우러진다.

때로는 위트 넘치는 시처럼 당신을 웃게 할  때로는 가슴 찡한 시처럼 당신을 울게 할 공감백배 이야기

시를 잊은 그대의 메마른 감성을 촉촉하게 적셔줄 본격 코믹감성극이 당신을 찾아갑니다.",TRUE,2018-03-26,Scripted,https://image.tmdb.org/t/p/w500/puG06PdP7GS52ytLK8K0urnfTpk.jpg,드라마|코미디,tvN,16,6.8,2.8848,이유비|이준혁|장동윤|신재하|이채영,1
시지프스: the myth,우리의 세상에 정체를 숨기고 살아가고 있는 존재를 밝혀내려는 천재 공학자 한태술과 그를 위해 멀고도 위험한 길을 거슬러온 구원자 강서해의 여정을 그린 판타지 미스터리 드라마,TRUE,2021-02-17,Scripted,https://image.tmdb.org/t/p/w500/84SaepuKD8OVOlENmvahEkJkeUx.jpg,Sci-Fi & Fantasy|드라마|미스터리|Action & Adventure,JTBC,16,7.1,5.0032,조승우|박신혜|채종협|성동일|태인호,1
시카고 타자기,"슬럼프에 빠진 베스트셀러 작가 세주와 그의 이름 뒤에 숨은 유령 작가 진오, 한 때 세주의 열혈 팬에서 안티 팬으로 돌변한 문인 덕후 전설, 그리고 의문의 오래된 '타자기'와 얽힌 세 남녀의 낭만적인 미스터리와 앤티크 로맨스의 만남",TRUE,2017-04-07,Scripted,https://image.tmdb.org/t/p/w500/5qD8pAFPGuioviwaam20YNrjH8q.jpg,Sci-Fi & Fantasy|드라마,tvN,16,8.087,3.637,유아인|임수정|고경표|곽시양|조우진,1
시크릿 가든,무술감독을 꿈꾸는 스턴트 우먼 길라임과 '까칠한' 백만장자 백화점 사장 김주원의 영혼이 바뀌면서 벌어지는 일을 다룬 로맨스 판타지 드라마,TRUE,2010-11-13,Scripted,https://image.tmdb.org/t/p/w500/5DOhLDAZyILrRE75pV1BpXAGLIR.jpg,코미디|드라마|Sci-Fi & Fantasy,SBS,20,7.493,6.564,현빈|하지원|윤상현|김사랑|이필립,1
시크릿 부티크,"강남 목욕탕 세신사에서 재벌인 데오가(家)의 하녀로, 또다시 정재계 비선 실세로 거듭 성장한 ‘제니장’이 국제도시개발이란 황금알을 손에 쥐고 데오가 여제(女帝) 자리를 노리는 이야기",TRUE,2019-09-18,Scripted,https://image.tmdb.org/t/p/w500/i7jBm8HcZQscycSzVwqgHo2tW2L.jpg,드라마,SBS,16,7.5,2.4564,김선아|장미희|박희본|김재영|고민시,1
시티헌터,사회악을 제거하는데 앞장서는 도시 사냥꾼의 이야기를 다룬 드라마,TRUE,2011-05-25,Miniseries,https://image.tmdb.org/t/p/w500/qv8tf25OqGICqafZJWTfF5FlU0U.jpg,Action & Adventure|드라마|범죄,SBS,20,7.486,6.5997,이민호|박민영|이준혁|김상중|천호진,1
시티홀,"인천광역시를 모델로 한 가상의 지방 소도시 '인주시'를 배경으로, 평범한 10급 공무원 신미래(김선아)가 인주시 부시장으로 취임한 천재 관료 조국(차승원)을 만나며 우여곡절 끝에 인주시장에 당선되어 존경받는 시장으로 성장해 나가고, 조국과의 사랑도 쟁취한다는 이야기.",TRUE,2009-04-29,Scripted,https://image.tmdb.org/t/p/w500/sGNzA5aVbECbqCgh0weUblUX8CA.jpg,드라마|코미디,SBS,20,7.5,2.4617,차승원|김선아|추상미|차화연|김늘메,1
식샤를 합시다,"대한민국은 지금, 네 가구 중 하나가 1인 가구! 이제 혼자서 무언가를 한다는 게 전혀 어색하지 않은 세상이 되어가고 있고, 1인 가구는 앞으로 자리를 확고히 할 또 하나의 라이프 스타일이다. 혼자 사는 이들은 우리를 연민하지 말라고 당부하며 행복하지도 않고 불행하지도 않은 평범한 삶이라고 말하지만 인간이란 원래 외로운 것이며, 누군가를 필요로 하는 동물! 1인 가구 입문자, 1인 가구 3년 차, 1인 가구 9년 차. 세 사람의 1인가구들이 따로 또 같이 함께 사는 리얼한 모습을 가감 없이 보여주며 시끌벅적 요란법석의 삶을 재미있게 그린다. 매콤얼얼 고단한 삶에 달콤새콤한 로맨스를 버무려 우리 사는 인생의 맛을 제대로 보여주고자 한다.",TRUE,2013-11-28,Scripted,https://image.tmdb.org/t/p/w500/tuTzeV5fHH8g4h7UYO6WKCw0l94.jpg,코미디|범죄|드라마,tvN,16,8.1,5.3599,윤두준|이수경|윤소희|심형탁|이도연,1
신기생뎐,역사의 뒤안길에 사라진 기생 문화가 현존한다는 전제 속에 부용각에서 펼쳐지는 삶과 사랑의 이야기,TRUE,2011-01-23,Scripted,https://image.tmdb.org/t/p/w500/65FNgLEOjzVBssxYrfzUlhs0vfK.jpg,드라마|로맨스,SBS,69,4,4.2696,임수향|성훈|한혜린|한진희|서우림,1
신데렐라와 네 명의 기사,"감성그룹 회장과 인연으로 대저택 하늘집으로 들어온 수의사가 꿈인 씩씩한 여고생이 고집스럽고 자유로운 세 명의 도련님과 한 명의 경호원과 동거를 시작하면서 일어나는 일들을 담은 스무살 청춘들의 모험담을 그린 드라마. 대학 합격의 기쁨도 잠시, 모아놓은 등록금을 포기해야하는 상황에 놓인 하드캐리 신데렐라 하원(박소담). 하지만 운명처럼 찾아온 하늘그룹 첫째 현민(안재현)의 아르바이트 제안! 영문도 모른 채 현민에게 끌려간 곳에서, 첫만남부터 악연이었던 하늘그룹 둘째 지운(정일우)과 마주치고, 곤란한 상황에 빠지는데...",TRUE,2016-08-12,Scripted,https://image.tmdb.org/t/p/w500/62kxgQGr8X8vgNAUKXrrZ4GkXcP.jpg,코미디|드라마,tvN,16,7.352,4.8639,정일우|박소담|안재현|이정신|김혜리,1
신들의 만찬,한식을 소재로 삼아 운명적으로 얽힌 두 여성 요리사의 이야기를 그린 드라마다.,TRUE,2012-02-04,Scripted,https://image.tmdb.org/t/p/w500/nwnmwHLMQ5n9s1XwlIVjDUtCj3s.jpg,코미디|드라마,MBC,32,6.3,2.9702,성유리|서현진|주상욱|이상우|김보연,1
신병,"좋은 놈부터 나쁜 놈, 이상한 놈까지 별별 놈들이 모두 모인 그곳에 군수저 신병이 입대하면서 벌어지는 이야기를 그린 리얼 드라마.",TRUE,2022-07-22,Scripted,https://image.tmdb.org/t/p/w500/rhaVq50hxzvyIMBhR4g9ElMpLfG.jpg,드라마|코미디,Seezn|TVING|Genie TV|ENA|Olleh TV,10,8.5,8.09,김민호|이상진|남태우|이충구|차영남,1
신사와 아가씨,자신의 선택에 책임을 다하고 행복을 찾아가는 '아가씨'와 '신사'가 만나면서 벌어지는 파란만장한 이야기,TRUE,2021-09-25,Scripted,https://image.tmdb.org/t/p/w500/o9TYEFMhdU8CkOeMySRc3HIw5gY.jpg,코미디|드라마|가족,KBS2,52,7,8.3682,지현우|이세희|박하나|강은탁|이종원,1
신사의 품격,'꽃중년' 네 남자와 설레는 로맨스가 그리운 네 여자의 좌충우돌 로맨틱 코미디 드라마다.,TRUE,2012-05-26,Scripted,https://image.tmdb.org/t/p/w500/6Ed05EOltPnPyCuH6pCBWSXvudo.jpg,코미디|드라마,SBS,20,7.98,3.6164,장동건|김하늘|김수로|김민종|이종현,1
신사장 프로젝트,"전 레전드 협상가, 현 치킨집 사장? 미스터리한 비밀을 가진 신사장이 편법과 준법을 넘나들며 사건을 해결하고 정의를 구현해 내는 분쟁 해결 히어로 드라마",TRUE,2025-09-15,Scripted,https://image.tmdb.org/t/p/w500/204Zish9CWopX7W6xuyeZr4uAsE.jpg,코미디|드라마,tvN,12,7.5,4.8415,한석규|배현성|이레|김성오|우미화,1
신성한 이혼,"이혼 전문 변호사의 파란만장한 이야기를 그린 작품으로, '이혼'이라는 삶의 험난한 길 한복판에 선 이들의 이야기. 강태경의 동명 웹툰 원작.",TRUE,2023-03-04,Miniseries,https://image.tmdb.org/t/p/w500/8NPsU2dXH76IjFVbv1iYM4RQ6Gw.jpg,드라마,JTBC,12,7.857,4.0687,조승우|한혜진|김성균|정문성|이은재,1
신의,"고려 시대의 무사, 현대 여의사의 시공을 초월한 사랑과 진정한 왕을 만들어 내는 과정을 그린 드라마",TRUE,2012-08-13,Scripted,https://image.tmdb.org/t/p/w500/7OpDNXpe3AYoJXHp3FosYPLbFVD.jpg,드라마|Sci-Fi & Fantasy,SBS,24,7.2,4.0241,이민호|김희선|유오성|성훈|류덕환,1
신이라 불리운 사나이,"미국에서 자란 정부 요원 최강타. 암살 기술을 배운 후, 아버지를 살해한 자에 대한 복수를 꿈꾸며 한국으로 돌아온다.",TRUE,2010-03-06,Scripted,https://image.tmdb.org/t/p/w500/xD7gEI967MDGGJLBwhPeel88BVF.jpg,드라마|Action & Adventure,MBC,24,6.8,3.8114,송일국|한채영|정동환|유인영|남다름,1
신입사관 구해령,별종 취급을 받던 여사들이 남녀가 유별하고 신분에는 귀천이 있다는 해묵은 진리와 맞서며 '변화'라는 소중한 씨앗을 심는 이야기를 기반으로 조선의 첫 문제적 여사(女史) 구해령과 반전 모태솔로 왕자 이림의 ‘필’ 충만 로맨스 실록,TRUE,2019-07-17,Scripted,https://image.tmdb.org/t/p/w500/yZ29599fxOJ618VE74Xo918Da6B.jpg,드라마,MBC,40,7.6,4.5276,신세경|차은우|박기웅|이지훈|박지현,1
신입사원 강회장,사업의 신(神)이라 불리는 굴지의 대기업 최성그룹의 회장 강용호가 사고로 원치 않는 2회차 인생을 살게 되는 리마인드 라이프 스토리,TRUE,2026-05-30,Scripted,https://image.tmdb.org/t/p/w500/ryoklqf5Xi76b1Cqb0h4I7zL6qa.jpg,드라마|Sci-Fi & Fantasy,JTBC,12,7.947,11.0457,이준영|손현주|이주명|전혜진|진구,1
실버벨이 울리면,"욕망과 현실이 뒤엉킨 삶에서 피어난 새로운 사랑을 깨닫는

황혼 청춘 로맨스 <실버벨이 울리면>

데이팅 앱으로 새로운 사랑을 찾은 금연과

치매에 걸린 남편에게서 오래된 사랑을 되찾은 수향,

두 자매의 이야기",TRUE,2024-12-18,Scripted,https://image.tmdb.org/t/p/w500/3ojLpQ0IZkh4l3qb0NE1sqk0s6p.jpg,,U+ Mobile TV,4,0,1.116,송옥숙|박상원|예수정|안석환|오유진,1
심우면 연리리,"시골과는 영 어울리지 않는 생초짜 도시인들의 우당탕탕 연리리 적응기! 합격하면, 꿈을 이루면, 지금보다 더 행복해질 줄 알았다.  그런데 왜 이렇게 지치고 허전하지?끊임없이 달리는 도시의 삶 속에서, 우리는 진짜 소중한 것을 놓치고 있는지도 모른다. <심우면 연리리>는 소소하지만 확실한 사랑을 찾아가는 이야기다. 그 과정은 힘들지만 따뜻하고, 속 터지지만 뿌듯할 것이다.",TRUE,2026-03-26,Scripted,https://image.tmdb.org/t/p/w500/lh3yWIwAT7YAaPnBej97vBczcem.jpg,코미디|가족|드라마,KBS2,12,7.2,3.4635,박성웅|이수경|이진우|최규리|이서환,1
십시일반,유명 화가의 수백억 대 재산을 둘러싼 사람들의 치열한 두뇌싸움을 그린 블랙코미디 추리극,TRUE,2020-07-22,Scripted,https://image.tmdb.org/t/p/w500/9WfzhnKNl84ky5pIzeSOCf0RGog.jpg,드라마|코미디|미스터리,MBC,16,6.2,2.285,김혜준|오나라|김정영|한수현|최규진,1
싸우자 귀신아,귀신을 볼 줄 아는 주인공과 주인공이 만난 귀신이 동거하며 겪어가는 에피소드를 그린 드라마. 귀신을 보는 능력을 없앨 돈을 벌기 위해 귀신을 때려잡는 '허당 퇴마사' 박봉팔(옥택연)과 수능을 못 치른 한으로 귀신이 된 여고생 김현지(김소현)가 동고동락하며 함께 귀신을 쫓는 이야기를 그린다.,TRUE,2016-07-11,Scripted,https://image.tmdb.org/t/p/w500/ssP1dDagt0k4CAoTfyd2AZJVyP2.jpg,드라마|미스터리|Sci-Fi & Fantasy,tvN,16,8,4.9487,김소현|옥택연|권율|김상호|이다윗,1
싸이코패스 다이어리,어쩌다 목격한 살인사건 현장에서 도망치던 중 사고로 기억을 잃은 호구 육동식이 우연히 얻게 된 살인 과정이 기록된 다이어리를 보고 자신이 싸이코패스 연쇄살인마라고 착각하며 벌어지는 이야기,TRUE,2019-11-20,Scripted,https://image.tmdb.org/t/p/w500/tfdtM9JLAOBPRSrQpaAitS9YmkO.jpg,Action & Adventure|코미디|범죄|미스터리,tvN,16,7.2,2.7338,윤시윤|정인선|박성훈|이한위|황효은,1
쌈 마이웨이,"세상이 보기엔 부족한 스펙 때문에 마이너 인생을 강요하는 현실 속에서도, 남들이 뭐라던 '마이웨이'를 가려는 마이너리그 청춘들의 골 때리는 성장로맨스를 담은 드라마",TRUE,2017-05-22,Scripted,https://image.tmdb.org/t/p/w500/u6N8Uv5j7P0xi8y88db7ab8qcuL.jpg,코미디|드라마,KBS2,16,7.975,7.2586,박서준|김지원|안재홍|송하윤|김성오,1
쌍갑포차,"늦은 밤, 낯선 곳에 나타나는 의문의 포장마차와 그곳에서 벌어지는 이야기. 야심한 밤, 어디선가 누군가에 힘든 일이 생기면 나타나는 의문의 포장마차. 월주 이모가 따라주는 신묘한 술을 마시면 갑갑한 현실에 솟아날 구멍이 보인다는 그곳. 터치만 했다하면 남의 속마음이 들리는 특이체질 강배는 쌍갑포차를 찾게 되는데...",TRUE,2020-05-20,Scripted,https://image.tmdb.org/t/p/w500/4xjtsQgxLkVKfkig5p6MoVoz6PH.jpg,드라마|Sci-Fi & Fantasy|코미디,JTBC,12,8.006,4.741,황정음|육성재|최원영|이준혁|정다은,1
써클: 이어진 두 세계,"사회는 날로 복잡해지고, 경쟁은 치열해지면서 점점 더 감정을 조절하지 못하는 사람들 간의 갈등과 범죄가 늘고 있다. 이에 우리는 상처받고, 불행을 호소하며 나날이 지쳐가고 있다. 여기서 시작된 고민 하나. 만약, 완벽하게 인간의 감정이 조절, 통제되는 사회가 있다면… 우리는 행복할까. 지금의 우리와 같은 사회를 먼저 경험한 외계에서 온 인물을 설정하여, 인간을 인간답게 하는 행복의 본질에 한걸음 더 다가가려 한다.",TRUE,2017-05-22,Scripted,https://image.tmdb.org/t/p/w500/9ZeCBhSlqY2nS2i5yBGE9lHrZct.jpg,Sci-Fi & Fantasy|미스터리,tvN,12,7.171,2.8928,여진구|김강우|공승연|이기광|권혁수,1
썸머가이즈,"제주 해변 초호화 리조트 옆 낡아빠진 칵테일bar ‘썸머가이즈’.

사장이자 유일한 바텐더인 오진달래가 근근이 영업을 이어가고 있지만 망하기 직전이다.

태양이 작열하는 뜨거운 여름 어느 날, 그녀에게 수상한 세 남자가 찾아온다.

자뻑 차도남 선우찬, 순정파 씩스팩 박광복, 카사노바 사기꾼 마태오.

그들은 썸머가이즈를 살리기 위해 의기투합 꽃미남 바텐더 군단 ‘썸머가이즈’가 된다.

세 남자와 한 여자. 그리고 칵테일.

술과 청춘이 있는 곳에 남녀상열지사가 없을쏘냐?

세 명의 썸남에게 둘러싸인 진달래는 행복한 고민에 빠지는데....

하지만 그놈들에겐 각자 다른 속셈이 있었으니!

그들이 썸머가이즈에 찾아온 진짜 이유는 무엇일까? 왜 진달래를 돕는 것일까?

그리고, 그녀의 운명의 남자는 누구인가!?",TRUE,2021-03-30,Scripted,https://image.tmdb.org/t/p/w500/tLuDMvQtljncGE4iSaBKCAnXH9o.jpg,드라마,Seezn,10,5.2,1.9704,이정식|이정신|권현빈|강미나|비니,1
